country,year,source,cost
Denmark,2004,Onshore wind ,0.08490888
Denmark,2005,Bioenergy ,NA
Denmark,2005,Geothermal ,NA
Denmark,2005,Offshore wind ,NA
Denmark,2005,Solar photovoltaic ,NA
Denmark,2005,Concentrated solar power ,NA
Denmark,2005,Hydropower ,NA
Denmark,2005,Onshore wind ,0.09956174
Denmark,2006,Bioenergy ,NA
Denmark,2006,Geothermal ,NA
Denmark,2006,Offshore wind ,NA
Denmark,2006,Solar photovoltaic ,NA
Denmark,2006,Concentrated solar power ,NA
Denmark,2006,Hydropower ,NA
Denmark,2006,Onshore wind ,0.123286046
Denmark,2008,Bioenergy ,NA
Denmark,2008,Geothermal ,NA
Denmark,2008,Offshore wind ,NA
Denmark,2008,Solar photovoltaic ,NA
Denmark,2008,Concentrated solar power ,NA
Denmark,2008,Hydropower ,NA
Denmark,2008,Onshore wind ,0.11873595
Denmark,2010,Bioenergy ,NA
Denmark,2010,Geothermal ,NA
Denmark,2010,Offshore wind ,NA
Denmark,2010,Solar photovoltaic ,NA
Denmark,2010,Concentrated solar power ,NA
Denmark,2010,Hydropower ,NA
Denmark,2010,Onshore wind ,0.11967064
Denmark,2011,Bioenergy ,NA
Denmark,2011,Geothermal ,NA
Denmark,2011,Offshore wind ,NA
Denmark,2011,Solar photovoltaic ,NA
Denmark,2011,Concentrated solar power ,NA
Denmark,2011,Hydropower ,NA
Denmark,2011,Onshore wind ,0.11685397
Denmark,2012,Bioenergy ,NA
Denmark,2012,Geothermal ,NA
Denmark,2012,Offshore wind ,NA
Denmark,2012,Solar photovoltaic ,NA
Denmark,2012,Concentrated solar power ,NA
Denmark,2012,Hydropower ,NA
Denmark,2012,Onshore wind ,0.09105425
Denmark,2013,Bioenergy ,NA
Denmark,2013,Geothermal ,NA
Denmark,2013,Offshore wind ,NA
Denmark,2013,Solar photovoltaic ,NA
Denmark,2013,Concentrated solar power ,NA
Denmark,2013,Hydropower ,NA
Denmark,2013,Onshore wind ,0.08896074
Denmark,2015,Bioenergy ,NA
Denmark,2015,Geothermal ,NA
Denmark,2015,Offshore wind ,NA
Denmark,2015,Solar photovoltaic ,NA
Denmark,2015,Concentrated solar power ,NA
Denmark,2015,Hydropower ,NA
Denmark,2015,Onshore wind ,0.063312925
Denmark,2016,Bioenergy ,NA
Denmark,2016,Geothermal ,NA
Denmark,2016,Offshore wind ,NA
Denmark,2016,Solar photovoltaic ,NA
Denmark,2016,Concentrated solar power ,NA
Denmark,2016,Hydropower ,NA
Denmark,2016,Onshore wind ,0.055428237
Denmark,2017,Bioenergy ,NA
Denmark,2017,Geothermal ,NA
Denmark,2017,Offshore wind ,NA
Denmark,2017,Solar photovoltaic ,NA
Denmark,2017,Concentrated solar power ,NA
Denmark,2017,Hydropower ,NA
Denmark,2017,Onshore wind ,0.045787793
Denmark,2018,Bioenergy ,NA
Denmark,2018,Geothermal ,NA
Denmark,2018,Offshore wind ,NA
Denmark,2018,Solar photovoltaic ,NA
Denmark,2018,Concentrated solar power ,NA
Denmark,2018,Hydropower ,NA
Denmark,2018,Onshore wind ,0.043740116
Denmark,2019,Bioenergy ,NA
Denmark,2019,Geothermal ,NA
Denmark,2019,Offshore wind ,NA
Denmark,2019,Solar photovoltaic ,NA
Denmark,2019,Concentrated solar power ,NA
Denmark,2019,Hydropower ,NA
Denmark,2019,Onshore wind ,0.04533685
Denmark,2020,Bioenergy ,NA
Denmark,2020,Geothermal ,NA
Denmark,2020,Offshore wind ,NA
Denmark,2020,Solar photovoltaic ,NA
Denmark,2020,Concentrated solar power ,NA
Denmark,2020,Hydropower ,NA
Denmark,2020,Onshore wind ,0.03997884
France,2010,Bioenergy ,NA
France,2010,Geothermal ,NA
France,2010,Offshore wind ,NA
France,2010,Solar photovoltaic ,0.39622504
France,2010,Concentrated solar power ,NA
France,2010,Hydropower ,NA
France,2010,Onshore wind ,0.13456738
France,2011,Bioenergy ,NA
France,2011,Geothermal ,NA
France,2011,Offshore wind ,NA
France,2011,Solar photovoltaic ,0.40249026
France,2011,Concentrated solar power ,NA
France,2011,Hydropower ,NA
France,2011,Onshore wind ,0.118863866
France,2012,Bioenergy ,NA
France,2012,Geothermal ,NA
France,2012,Offshore wind ,NA
France,2012,Solar photovoltaic ,0.4092841
France,2012,Concentrated solar power ,NA
France,2012,Hydropower ,NA
France,2012,Onshore wind ,0.105976604
France,2013,Bioenergy ,NA
France,2013,Geothermal ,NA
France,2013,Offshore wind ,NA
France,2013,Solar photovoltaic ,0.24327987
France,2013,Concentrated solar power ,NA
France,2013,Hydropower ,NA
France,2013,Onshore wind ,0.09619412
France,2014,Bioenergy ,NA
France,2014,Geothermal ,NA
France,2014,Offshore wind ,NA
France,2014,Solar photovoltaic ,0.1622646
France,2014,Concentrated solar power ,NA
France,2014,Hydropower ,NA
France,2014,Onshore wind ,0.0881045
France,2015,Bioenergy ,NA
France,2015,Geothermal ,NA
France,2015,Offshore wind ,NA
France,2015,Solar photovoltaic ,0.11420018
France,2015,Concentrated solar power ,NA
France,2015,Hydropower ,NA
France,2015,Onshore wind ,0.082430765
France,2016,Bioenergy ,NA
France,2016,Geothermal ,NA
France,2016,Offshore wind ,NA
France,2016,Solar photovoltaic ,0.09002813
France,2016,Concentrated solar power ,NA
France,2016,Hydropower ,NA
France,2016,Onshore wind ,0.07559497
France,2017,Bioenergy ,NA
France,2017,Geothermal ,NA
France,2017,Offshore wind ,NA
France,2017,Solar photovoltaic ,0.08077769
France,2017,Concentrated solar power ,NA
France,2017,Hydropower ,NA
France,2017,Onshore wind ,0.0827867
France,2018,Bioenergy ,NA
France,2018,Geothermal ,NA
France,2018,Offshore wind ,NA
France,2018,Solar photovoltaic ,0.06827521
France,2018,Concentrated solar power ,NA
France,2018,Hydropower ,NA
France,2018,Onshore wind ,0.064475745
France,2019,Bioenergy ,NA
France,2019,Geothermal ,NA
France,2019,Offshore wind ,NA
France,2019,Solar photovoltaic ,0.06272443
France,2019,Concentrated solar power ,NA
France,2019,Hydropower ,NA
France,2019,Onshore wind ,0.05288562
France,2020,Bioenergy ,NA
France,2020,Geothermal ,NA
France,2020,Offshore wind ,NA
France,2020,Solar photovoltaic ,0.055485584
France,2020,Concentrated solar power ,NA
France,2020,Hydropower ,NA
France,2020,Onshore wind ,0.046687216
France,2021,Bioenergy ,NA
France,2021,Geothermal ,NA
France,2021,Offshore wind ,NA
France,2021,Solar photovoltaic ,0.04937929
France,2021,Concentrated solar power ,NA
France,2021,Hydropower ,NA
France,2021,Onshore wind ,0.043461747
France,1991,Bioenergy ,NA
France,1991,Geothermal ,NA
France,1991,Offshore wind ,NA
France,1991,Solar photovoltaic ,NA
France,1991,Concentrated solar power ,NA
France,1991,Hydropower ,NA
France,1991,Onshore wind ,0.20359294
France,1993,Bioenergy ,NA
France,1993,Geothermal ,NA
France,1993,Offshore wind ,NA
France,1993,Solar photovoltaic ,NA
France,1993,Concentrated solar power ,NA
France,1993,Hydropower ,NA
France,1993,Onshore wind ,0.2163642
France,1996,Bioenergy ,NA
France,1996,Geothermal ,NA
France,1996,Offshore wind ,NA
France,1996,Solar photovoltaic ,NA
France,1996,Concentrated solar power ,NA
France,1996,Hydropower ,NA
France,1996,Onshore wind ,0.19867961
France,1997,Bioenergy ,NA
France,1997,Geothermal ,NA
France,1997,Offshore wind ,NA
France,1997,Solar photovoltaic ,NA
France,1997,Concentrated solar power ,NA
France,1997,Hydropower ,NA
France,1997,Onshore wind ,0.18496035
France,1998,Bioenergy ,NA
France,1998,Geothermal ,NA
France,1998,Offshore wind ,NA
France,1998,Solar photovoltaic ,NA
France,1998,Concentrated solar power ,NA
France,1998,Hydropower ,NA
France,1998,Onshore wind ,0.18308549
France,1999,Bioenergy ,NA
France,1999,Geothermal ,NA
France,1999,Offshore wind ,NA
France,1999,Solar photovoltaic ,NA
France,1999,Concentrated solar power ,NA
France,1999,Hydropower ,NA
France,1999,Onshore wind ,0.17547306
France,2000,Bioenergy ,NA
France,2000,Geothermal ,NA
France,2000,Offshore wind ,NA
France,2000,Solar photovoltaic ,NA
France,2000,Concentrated solar power ,NA
France,2000,Hydropower ,NA
France,2000,Onshore wind ,0.13987792
France,2001,Bioenergy ,NA
France,2001,Geothermal ,NA
France,2001,Offshore wind ,NA
France,2001,Solar photovoltaic ,NA
France,2001,Concentrated solar power ,NA
France,2001,Hydropower ,NA
France,2001,Onshore wind ,0.1418427
France,2002,Bioenergy ,NA
France,2002,Geothermal ,NA
France,2002,Offshore wind ,NA
France,2002,Solar photovoltaic ,NA
France,2002,Concentrated solar power ,NA
France,2002,Hydropower ,NA
France,2002,Onshore wind ,0.14690243
France,2003,Bioenergy ,NA
France,2003,Geothermal ,NA
France,2003,Offshore wind ,NA
France,2003,Solar photovoltaic ,NA
France,2003,Concentrated solar power ,NA
France,2003,Hydropower ,NA
France,2003,Onshore wind ,0.113806486
France,2004,Bioenergy ,NA
France,2004,Geothermal ,NA
France,2004,Offshore wind ,NA
France,2004,Solar photovoltaic ,NA
France,2004,Concentrated solar power ,NA
France,2004,Hydropower ,NA
France,2004,Onshore wind ,0.1279492
France,2005,Bioenergy ,NA
France,2005,Geothermal ,NA
France,2005,Offshore wind ,NA
France,2005,Solar photovoltaic ,NA
France,2005,Concentrated solar power ,NA
France,2005,Hydropower ,NA
France,2005,Onshore wind ,0.12641829
France,2006,Bioenergy ,NA
France,2006,Geothermal ,NA
France,2006,Offshore wind ,NA
France,2006,Solar photovoltaic ,NA
France,2006,Concentrated solar power ,NA
France,2006,Hydropower ,NA
France,2006,Onshore wind ,0.12728357
France,2007,Bioenergy ,NA
France,2007,Geothermal ,NA
France,2007,Offshore wind ,NA
France,2007,Solar photovoltaic ,NA
France,2007,Concentrated solar power ,NA
France,2007,Hydropower ,NA
France,2007,Onshore wind ,0.11985202
France,2008,Bioenergy ,NA
France,2008,Geothermal ,NA
France,2008,Offshore wind ,NA
France,2008,Solar photovoltaic ,NA
France,2008,Concentrated solar power ,NA
France,2008,Hydropower ,NA
France,2008,Onshore wind ,0.16003865
France,2009,Bioenergy ,NA
France,2009,Geothermal ,NA
France,2009,Offshore wind ,NA
France,2009,Solar photovoltaic ,NA
France,2009,Concentrated solar power ,NA
France,2009,Hydropower ,NA
France,2009,Onshore wind ,0.13216022
Germany,2010,Bioenergy ,NA
Germany,2010,Geothermal ,NA
Germany,2010,Offshore wind ,NA
Germany,2010,Solar photovoltaic ,0.37650403
Germany,2010,Concentrated solar power ,NA
Germany,2010,Hydropower ,NA
Germany,2010,Onshore wind ,0.14217848
Germany,2011,Bioenergy ,NA
Germany,2011,Geothermal ,NA
Germany,2011,Offshore wind ,NA
Germany,2011,Solar photovoltaic ,0.318761
Germany,2011,Concentrated solar power ,NA
Germany,2011,Hydropower ,NA
Germany,2011,Onshore wind ,0.13595219
Germany,2012,Bioenergy ,NA
Germany,2012,Geothermal ,NA
Germany,2012,Offshore wind ,NA
Germany,2012,Solar photovoltaic ,0.25737464
Germany,2012,Concentrated solar power ,NA
Germany,2012,Hydropower ,NA
Germany,2012,Onshore wind ,0.121349245
Germany,2013,Bioenergy ,NA
Germany,2013,Geothermal ,NA
Germany,2013,Offshore wind ,NA
Germany,2013,Solar photovoltaic ,0.20379446
Germany,2013,Concentrated solar power ,NA
Germany,2013,Hydropower ,NA
Germany,2013,Onshore wind ,0.113351874
Germany,2014,Bioenergy ,NA
Germany,2014,Geothermal ,NA
Germany,2014,Offshore wind ,NA
Germany,2014,Solar photovoltaic ,0.15059713
Germany,2014,Concentrated solar power ,NA
Germany,2014,Hydropower ,NA
Germany,2014,Onshore wind ,0.101039015
Germany,2015,Bioenergy ,NA
Germany,2015,Geothermal ,NA
Germany,2015,Offshore wind ,NA
Germany,2015,Solar photovoltaic ,0.120279655
Germany,2015,Concentrated solar power ,NA
Germany,2015,Hydropower ,NA
Germany,2015,Onshore wind ,0.090764664
Germany,2016,Bioenergy ,NA
Germany,2016,Geothermal ,NA
Germany,2016,Offshore wind ,NA
Germany,2016,Solar photovoltaic ,0.10560888
Germany,2016,Concentrated solar power ,NA
Germany,2016,Hydropower ,NA
Germany,2016,Onshore wind ,0.08180428
Germany,2017,Bioenergy ,NA
Germany,2017,Geothermal ,NA
Germany,2017,Offshore wind ,NA
Germany,2017,Solar photovoltaic ,0.09638195
Germany,2017,Concentrated solar power ,NA
Germany,2017,Hydropower ,NA
Germany,2017,Onshore wind ,0.07937867
Germany,2018,Bioenergy ,NA
Germany,2018,Geothermal ,NA
Germany,2018,Offshore wind ,NA
Germany,2018,Solar photovoltaic ,0.09244677
Germany,2018,Concentrated solar power ,NA
Germany,2018,Hydropower ,NA
Germany,2018,Onshore wind ,0.06680757
Germany,2019,Bioenergy ,NA
Germany,2019,Geothermal ,NA
Germany,2019,Offshore wind ,NA
Germany,2019,Solar photovoltaic ,0.076485865
Germany,2019,Concentrated solar power ,NA
Germany,2019,Hydropower ,NA
Germany,2019,Onshore wind ,0.054783765
Germany,2020,Bioenergy ,NA
Germany,2020,Geothermal ,NA
Germany,2020,Offshore wind ,NA
Germany,2020,Solar photovoltaic ,0.0659222
Germany,2020,Concentrated solar power ,NA
Germany,2020,Hydropower ,NA
Germany,2020,Onshore wind ,0.046763394
Germany,2021,Bioenergy ,NA
Germany,2021,Geothermal ,NA
Germany,2021,Offshore wind ,NA
Germany,2021,Solar photovoltaic ,0.06054074
Germany,2021,Concentrated solar power ,NA
Germany,2021,Hydropower ,NA
Germany,2021,Onshore wind ,0.051362187
Germany,1984,Bioenergy ,NA
Germany,1984,Geothermal ,NA
Germany,1984,Offshore wind ,NA
Germany,1984,Solar photovoltaic ,NA
Germany,1984,Concentrated solar power ,NA
Germany,1984,Hydropower ,NA
Germany,1984,Onshore wind ,0.25298056
Germany,1990,Bioenergy ,NA
Germany,1990,Geothermal ,NA
Germany,1990,Offshore wind ,NA
Germany,1990,Solar photovoltaic ,NA
Germany,1990,Concentrated solar power ,NA
Germany,1990,Hydropower ,NA
Germany,1990,Onshore wind ,0.22033587
Germany,1991,Bioenergy ,NA
Germany,1991,Geothermal ,NA
Germany,1991,Offshore wind ,NA
Germany,1991,Solar photovoltaic ,NA
Germany,1991,Concentrated solar power ,NA
Germany,1991,Hydropower ,NA
Germany,1991,Onshore wind ,0.208617
Germany,1992,Bioenergy ,NA
Germany,1992,Geothermal ,NA
Germany,1992,Offshore wind ,NA
Germany,1992,Solar photovoltaic ,NA
Germany,1992,Concentrated solar power ,NA
Germany,1992,Hydropower ,NA
Germany,1992,Onshore wind ,0.22682063
Germany,1993,Bioenergy ,NA
Germany,1993,Geothermal ,NA
Germany,1993,Offshore wind ,NA
Germany,1993,Solar photovoltaic ,NA
Germany,1993,Concentrated solar power ,NA
Germany,1993,Hydropower ,NA
Germany,1993,Onshore wind ,0.22207908
Germany,1994,Bioenergy ,NA
Germany,1994,Geothermal ,NA
Germany,1994,Offshore wind ,NA
Germany,1994,Solar photovoltaic ,NA
Germany,1994,Concentrated solar power ,NA
Germany,1994,Hydropower ,NA
Germany,1994,Onshore wind ,0.16774829
Germany,1995,Bioenergy ,NA
Germany,1995,Geothermal ,NA
Germany,1995,Offshore wind ,NA
Germany,1995,Solar photovoltaic ,NA
Germany,1995,Concentrated solar power ,NA
Germany,1995,Hydropower ,NA
Germany,1995,Onshore wind ,0.2061206
Germany,1996,Bioenergy ,NA
Germany,1996,Geothermal ,NA
Germany,1996,Offshore wind ,NA
Germany,1996,Solar photovoltaic ,NA
Germany,1996,Concentrated solar power ,NA
Germany,1996,Hydropower ,NA
Germany,1996,Onshore wind ,0.18943778
Germany,1997,Bioenergy ,NA
Germany,1997,Geothermal ,NA
Germany,1997,Offshore wind ,NA
Germany,1997,Solar photovoltaic ,NA
Germany,1997,Concentrated solar power ,NA
Germany,1997,Hydropower ,NA
Germany,1997,Onshore wind ,0.18820949
Germany,1998,Bioenergy ,NA
Germany,1998,Geothermal ,NA
Germany,1998,Offshore wind ,NA
Germany,1998,Solar photovoltaic ,NA
Germany,1998,Concentrated solar power ,NA
Germany,1998,Hydropower ,NA
Germany,1998,Onshore wind ,0.17528565
Germany,1999,Bioenergy ,NA
Germany,1999,Geothermal ,NA
Germany,1999,Offshore wind ,NA
Germany,1999,Solar photovoltaic ,NA
Germany,1999,Concentrated solar power ,NA
Germany,1999,Hydropower ,NA
Germany,1999,Onshore wind ,0.18683195
Germany,2000,Bioenergy ,NA
Germany,2000,Geothermal ,NA
Germany,2000,Offshore wind ,NA
Germany,2000,Solar photovoltaic ,NA
Germany,2000,Concentrated solar power ,NA
Germany,2000,Hydropower ,NA
Germany,2000,Onshore wind ,0.1841436
Germany,2001,Bioenergy ,NA
Germany,2001,Geothermal ,NA
Germany,2001,Offshore wind ,NA
Germany,2001,Solar photovoltaic ,NA
Germany,2001,Concentrated solar power ,NA
Germany,2001,Hydropower ,NA
Germany,2001,Onshore wind ,0.19223905
Germany,2002,Bioenergy ,NA
Germany,2002,Geothermal ,NA
Germany,2002,Offshore wind ,NA
Germany,2002,Solar photovoltaic ,NA
Germany,2002,Concentrated solar power ,NA
Germany,2002,Hydropower ,NA
Germany,2002,Onshore wind ,0.15312724
Germany,2003,Bioenergy ,NA
Germany,2003,Geothermal ,NA
Germany,2003,Offshore wind ,NA
Germany,2003,Solar photovoltaic ,NA
Germany,2003,Concentrated solar power ,NA
Germany,2003,Hydropower ,NA
Germany,2003,Onshore wind ,0.13988975
Germany,2004,Bioenergy ,NA
Germany,2004,Geothermal ,NA
Germany,2004,Offshore wind ,NA
Germany,2004,Solar photovoltaic ,NA
Germany,2004,Concentrated solar power ,NA
Germany,2004,Hydropower ,NA
Germany,2004,Onshore wind ,0.13999988
Germany,2005,Bioenergy ,NA
Germany,2005,Geothermal ,NA
Germany,2005,Offshore wind ,NA
Germany,2005,Solar photovoltaic ,NA
Germany,2005,Concentrated solar power ,NA
Germany,2005,Hydropower ,NA
Germany,2005,Onshore wind ,0.14491752
Germany,2006,Bioenergy ,NA
Germany,2006,Geothermal ,NA
Germany,2006,Offshore wind ,NA
Germany,2006,Solar photovoltaic ,NA
Germany,2006,Concentrated solar power ,NA
Germany,2006,Hydropower ,NA
Germany,2006,Onshore wind ,0.14910735
Germany,2007,Bioenergy ,NA
Germany,2007,Geothermal ,NA
Germany,2007,Offshore wind ,NA
Germany,2007,Solar photovoltaic ,NA
Germany,2007,Concentrated solar power ,NA
Germany,2007,Hydropower ,NA
Germany,2007,Onshore wind ,0.13707228
Germany,2008,Bioenergy ,NA
Germany,2008,Geothermal ,NA
Germany,2008,Offshore wind ,NA
Germany,2008,Solar photovoltaic ,NA
Germany,2008,Concentrated solar power ,NA
Germany,2008,Hydropower ,NA
Germany,2008,Onshore wind ,0.164476
Germany,2009,Bioenergy ,NA
Germany,2009,Geothermal ,NA
Germany,2009,Offshore wind ,NA
Germany,2009,Solar photovoltaic ,NA
Germany,2009,Concentrated solar power ,NA
Germany,2009,Hydropower ,NA
Germany,2009,Onshore wind ,0.15193175
India,2010,Bioenergy ,NA
India,2010,Geothermal ,NA
India,2010,Offshore wind ,NA
India,2010,Solar photovoltaic ,0.3522841
India,2010,Concentrated solar power ,NA
India,2010,Hydropower ,NA
India,2010,Onshore wind ,0.08987932
India,2011,Bioenergy ,NA
India,2011,Geothermal ,NA
India,2011,Offshore wind ,NA
India,2011,Solar photovoltaic ,0.22417882
India,2011,Concentrated solar power ,NA
India,2011,Hydropower ,NA
India,2011,Onshore wind ,0.082927674
India,2012,Bioenergy ,NA
India,2012,Geothermal ,NA
India,2012,Offshore wind ,NA
India,2012,Solar photovoltaic ,0.19071592
India,2012,Concentrated solar power ,NA
India,2012,Hydropower ,NA
India,2012,Onshore wind ,0.09594398
India,2013,Bioenergy ,NA
India,2013,Geothermal ,NA
India,2013,Offshore wind ,NA
India,2013,Solar photovoltaic ,0.19027169
India,2013,Concentrated solar power ,NA
India,2013,Hydropower ,NA
India,2013,Onshore wind ,0.095000975
India,2014,Bioenergy ,NA
India,2014,Geothermal ,NA
India,2014,Offshore wind ,NA
India,2014,Solar photovoltaic ,0.12418194
India,2014,Concentrated solar power ,NA
India,2014,Hydropower ,NA
India,2014,Onshore wind ,0.09114224
India,2015,Bioenergy ,NA
India,2015,Geothermal ,NA
India,2015,Offshore wind ,NA
India,2015,Solar photovoltaic ,0.08144649
India,2015,Concentrated solar power ,NA
India,2015,Hydropower ,NA
India,2015,Onshore wind ,0.07712241
India,2016,Bioenergy ,NA
India,2016,Geothermal ,NA
India,2016,Offshore wind ,NA
India,2016,Solar photovoltaic ,0.07678855
India,2016,Concentrated solar power ,NA
India,2016,Hydropower ,NA
India,2016,Onshore wind ,0.06695452
India,2017,Bioenergy ,NA
India,2017,Geothermal ,NA
India,2017,Offshore wind ,NA
India,2017,Solar photovoltaic ,0.07011864
India,2017,Concentrated solar power ,NA
India,2017,Hydropower ,NA
India,2017,Onshore wind ,0.053850763
India,2018,Bioenergy ,NA
India,2018,Geothermal ,NA
India,2018,Offshore wind ,NA
India,2018,Solar photovoltaic ,0.05098757
India,2018,Concentrated solar power ,NA
India,2018,Hydropower ,NA
India,2018,Onshore wind ,0.04226653
India,2019,Bioenergy ,NA
India,2019,Geothermal ,NA
India,2019,Offshore wind ,NA
India,2019,Solar photovoltaic ,0.04042649
India,2019,Concentrated solar power ,NA
India,2019,Hydropower ,NA
India,2019,Onshore wind ,0.0421142
India,2020,Bioenergy ,NA
India,2020,Geothermal ,NA
India,2020,Offshore wind ,NA
India,2020,Solar photovoltaic ,0.038364064
India,2020,Concentrated solar power ,NA
India,2020,Hydropower ,NA
India,2020,Onshore wind ,0.038190298
India,2021,Bioenergy ,NA
India,2021,Geothermal ,NA
India,2021,Offshore wind ,NA
India,2021,Solar photovoltaic ,0.03474201
India,2021,Concentrated solar power ,NA
India,2021,Hydropower ,NA
India,2021,Onshore wind ,0.029906465
India,1990,Bioenergy ,NA
India,1990,Geothermal ,NA
India,1990,Offshore wind ,NA
India,1990,Solar photovoltaic ,NA
India,1990,Concentrated solar power ,NA
India,1990,Hydropower ,NA
India,1990,Onshore wind ,0.2374089
India,1991,Bioenergy ,NA
India,1991,Geothermal ,NA
India,1991,Offshore wind ,NA
India,1991,Solar photovoltaic ,NA
India,1991,Concentrated solar power ,NA
India,1991,Hydropower ,NA
India,1991,Onshore wind ,0.2712709
India,1992,Bioenergy ,NA
India,1992,Geothermal ,NA
India,1992,Offshore wind ,NA
India,1992,Solar photovoltaic ,NA
India,1992,Concentrated solar power ,NA
India,1992,Hydropower ,NA
India,1992,Onshore wind ,0.24864517
India,1993,Bioenergy ,NA
India,1993,Geothermal ,NA
India,1993,Offshore wind ,NA
India,1993,Solar photovoltaic ,NA
India,1993,Concentrated solar power ,NA
India,1993,Hydropower ,NA
India,1993,Onshore wind ,0.24864517
India,1994,Bioenergy ,NA
India,1994,Geothermal ,NA
India,1994,Offshore wind ,NA
India,1994,Solar photovoltaic ,NA
India,1994,Concentrated solar power ,NA
India,1994,Hydropower ,NA
India,1994,Onshore wind ,0.24864517
India,1995,Bioenergy ,NA
India,1995,Geothermal ,NA
India,1995,Offshore wind ,NA
India,1995,Solar photovoltaic ,NA
India,1995,Concentrated solar power ,NA
India,1995,Hydropower ,NA
India,1995,Onshore wind ,0.23356135
India,1996,Bioenergy ,NA
India,1996,Geothermal ,NA
India,1996,Offshore wind ,NA
India,1996,Solar photovoltaic ,NA
India,1996,Concentrated solar power ,NA
India,1996,Hydropower ,NA
India,1996,Onshore wind ,0.22601944
India,1997,Bioenergy ,NA
India,1997,Geothermal ,NA
India,1997,Offshore wind ,NA
India,1997,Solar photovoltaic ,NA
India,1997,Concentrated solar power ,NA
India,1997,Hydropower ,NA
India,1997,Onshore wind ,0.20755365
India,1998,Bioenergy ,NA
India,1998,Geothermal ,NA
India,1998,Offshore wind ,NA
India,1998,Solar photovoltaic ,NA
India,1998,Concentrated solar power ,NA
India,1998,Hydropower ,NA
India,1998,Onshore wind ,0.21093562
India,1999,Bioenergy ,NA
India,1999,Geothermal ,NA
India,1999,Offshore wind ,NA
India,1999,Solar photovoltaic ,NA
India,1999,Concentrated solar power ,NA
India,1999,Hydropower ,NA
India,1999,Onshore wind ,0.20339371
India,2000,Bioenergy ,NA
India,2000,Geothermal ,NA
India,2000,Offshore wind ,NA
India,2000,Solar photovoltaic ,NA
India,2000,Concentrated solar power ,NA
India,2000,Hydropower ,NA
India,2000,Onshore wind ,0.19819096
India,2001,Bioenergy ,NA
India,2001,Geothermal ,NA
India,2001,Offshore wind ,NA
India,2001,Solar photovoltaic ,NA
India,2001,Concentrated solar power ,NA
India,2001,Hydropower ,NA
India,2001,Onshore wind ,0.15253796
India,2002,Bioenergy ,NA
India,2002,Geothermal ,NA
India,2002,Offshore wind ,NA
India,2002,Solar photovoltaic ,NA
India,2002,Concentrated solar power ,NA
India,2002,Hydropower ,NA
India,2002,Onshore wind ,0.1380333
India,2003,Bioenergy ,NA
India,2003,Geothermal ,NA
India,2003,Offshore wind ,NA
India,2003,Solar photovoltaic ,NA
India,2003,Concentrated solar power ,NA
India,2003,Hydropower ,NA
India,2003,Onshore wind ,0.1495579
India,2004,Bioenergy ,NA
India,2004,Geothermal ,NA
India,2004,Offshore wind ,NA
India,2004,Solar photovoltaic ,NA
India,2004,Concentrated solar power ,NA
India,2004,Hydropower ,NA
India,2004,Onshore wind ,0.12423102
India,2005,Bioenergy ,NA
India,2005,Geothermal ,NA
India,2005,Offshore wind ,NA
India,2005,Solar photovoltaic ,NA
India,2005,Concentrated solar power ,NA
India,2005,Hydropower ,NA
India,2005,Onshore wind ,0.11563679
India,2006,Bioenergy ,NA
India,2006,Geothermal ,NA
India,2006,Offshore wind ,NA
India,2006,Solar photovoltaic ,NA
India,2006,Concentrated solar power ,NA
India,2006,Hydropower ,NA
India,2006,Onshore wind ,0.13297398
India,2007,Bioenergy ,NA
India,2007,Geothermal ,NA
India,2007,Offshore wind ,NA
India,2007,Solar photovoltaic ,NA
India,2007,Concentrated solar power ,NA
India,2007,Hydropower ,NA
India,2007,Onshore wind ,0.10407907
India,2008,Bioenergy ,NA
India,2008,Geothermal ,NA
India,2008,Offshore wind ,NA
India,2008,Solar photovoltaic ,NA
India,2008,Concentrated solar power ,NA
India,2008,Hydropower ,NA
India,2008,Onshore wind ,0.11058166
India,2009,Bioenergy ,NA
India,2009,Geothermal ,NA
India,2009,Offshore wind ,NA
India,2009,Solar photovoltaic ,NA
India,2009,Concentrated solar power ,NA
India,2009,Hydropower ,NA
India,2009,Onshore wind ,0.085253164
Italy,2010,Bioenergy ,NA
Italy,2010,Geothermal ,NA
Italy,2010,Offshore wind ,NA
Italy,2010,Solar photovoltaic ,0.4195348
Italy,2010,Concentrated solar power ,NA
Italy,2010,Hydropower ,NA
Italy,2010,Onshore wind ,0.13568826
Italy,2011,Bioenergy ,NA
Italy,2011,Geothermal ,NA
Italy,2011,Offshore wind ,NA
Italy,2011,Solar photovoltaic ,0.39490283
Italy,2011,Concentrated solar power ,NA
Italy,2011,Hydropower ,NA
Italy,2011,Onshore wind ,0.15576813
Italy,2012,Bioenergy ,NA
Italy,2012,Geothermal ,NA
Italy,2012,Offshore wind ,NA
Italy,2012,Solar photovoltaic ,0.20137814
Italy,2012,Concentrated solar power ,NA
Italy,2012,Hydropower ,NA
Italy,2012,Onshore wind ,0.14094089
Italy,2013,Bioenergy ,NA
Italy,2013,Geothermal ,NA
Italy,2013,Offshore wind ,NA
Italy,2013,Solar photovoltaic ,0.17812791
Italy,2013,Concentrated solar power ,NA
Italy,2013,Hydropower ,NA
Italy,2013,Onshore wind ,0.102453895
Italy,2014,Bioenergy ,NA
Italy,2014,Geothermal ,NA
Italy,2014,Offshore wind ,NA
Italy,2014,Solar photovoltaic ,0.14676638
